a b
9 0.0042
11 0.0041
13 0.0042
15 0.0042
17 0.0044
19 0.0043
21 0.0046
23 0.0046
25 0.0048
27 0.0046
29 0.0047
31 0.0048
33 0.0046
35 0.0047
37 0.0049
39 0.0047
41 0.0049
43 0.0047
45 0.005
47 0.0048
49 0.0051
51 0.0049
53 0.0047
55 0.0051
57 0.0049
59 0.0048
61 0.0051
63 0.005
65 0.0049
67 0.0047
69 0.0051
71 0.005
