a b c
176.0 0.02 0.019607843137254898
176.0 0.06 0.04635361789314912
176.0 0.1 0.0964161077039991
176.0 0.14 0.17304291126462887
176.0 0.18 0.2656147362132976
176.0 0.22 0.3501113816386107
176.0 0.26 0.4059730128197794
176.0 0.3 0.43368342774347585
176.0 0.34 0.4481425536045855
176.0 0.38 0.45754757628235015
176.0 0.42 0.4616412649206508
176.0 0.46 0.46303276037670155
176.0 0.5 0.4639483508440287
176.0 0.54 0.4628785952794429
176.0 0.58 0.46108764769790334
176.0 0.62 0.4594242944228623
176.0 0.66 0.45666525189923135
176.0 0.7 0.4540763393763687
176.0 0.74 0.4513842403832195
176.0 0.78 0.44820558637955255
176.0 0.82 0.4454602747985912
176.0 0.86 0.4422951081769358
176.0 0.9 0.4393203463145724
176.0 0.94 0.4363805274453519
 
234.6 0.02 0.019607843137254898
234.6 0.06 0.054948422923289775
234.6 0.1 0.1283616635346237
234.6 0.14 0.24244289473097974
234.6 0.18 0.36659014438012044
234.6 0.22 0.4546840320175604
234.6 0.26 0.49626207511156056
234.6 0.3 0.516589246768301
234.6 0.34 0.5276554792219522
234.6 0.38 0.5315409037945336
234.6 0.42 0.5338657860793175
234.6 0.46 0.5329320261264447
234.6 0.5 0.5314263876788798
234.6 0.54 0.5287945436900503
234.6 0.58 0.5256246130121998
234.6 0.62 0.5222504755859391
234.6 0.66 0.5184416833748148
234.6 0.7 0.5147210406778133
234.6 0.74 0.5107457028582723
234.6 0.78 0.5068780149893276
234.6 0.82 0.5029613596660083
234.6 0.86 0.49905175250803135
234.6 0.9 0.49529801419868924
234.6 0.94 0.49141815182535464
 
293.2 0.02 0.019607843137254898
293.2 0.06 0.06461688099355023
293.2 0.1 0.16671156382219138
293.2 0.14 0.3232905148865428
293.2 0.18 0.4694531705655404
293.2 0.22 0.5466521757980239
293.2 0.26 0.578316994242029
293.2 0.3 0.5934600199716656
293.2 0.34 0.598358492777615
293.2 0.38 0.6001458038571457
293.2 0.42 0.5980283708986941
293.2 0.46 0.5953392541583884
293.2 0.5 0.5910748619690998
293.2 0.54 0.5865634653213343
293.2 0.58 0.5818330453956085
293.2 0.62 0.5765597812425917
293.2 0.66 0.5717738974486108
293.2 0.7 0.5665516545322038
293.2 0.74 0.561535543248854
293.2 0.78 0.556775156111077
293.2 0.82 0.5517946002501256
293.2 0.86 0.5470976355836843
293.2 0.9 0.5426080859673227
293.2 0.94 0.5380175439511051
 
351.8 0.02 0.019607843137254898
351.8 0.06 0.0753161879820141
351.8 0.1 0.21160048170333726
351.8 0.14 0.41171149361842085
351.8 0.18 0.5657315222395423
351.8 0.22 0.6288223766571729
351.8 0.26 0.6546094131548301
351.8 0.3 0.6627722259250127
351.8 0.34 0.6650648377533256
351.8 0.38 0.6623732589834607
351.8 0.42 0.6578710288239379
351.8 0.46 0.6525783680920538
351.8 0.5 0.6459795322738342
351.8 0.54 0.6395265998647265
351.8 0.58 0.6331385184795072
351.8 0.62 0.6263914847435185
351.8 0.66 0.6198125683445483
351.8 0.7 0.6136334312286186
351.8 0.74 0.6075625916313058
351.8 0.78 0.6014991762691488
351.8 0.82 0.5956264922468747
351.8 0.86 0.590058904952817
351.8 0.9 0.5847300883895568
351.8 0.94 0.5795340510579059
 
