a b 
7 0.0011
9 0.0007
11 0.0008
13 0.0007
15 0.0008
17 0.0007
19 0.0007
21 0.0007
23 0.0007
25 0.0007
27 0.0007
29 0.0007
31 0.0007
33 0.0006
35 0.0007
37 0.0006
39 0.0013
41 0.0012
43 0.001
45 0.0013
47 0.0012
49 0.0011
51 0.001
53 0.0009
55 0.0008
57 0.001
59 0.0009
61 0.0009
63 0.0009
65 0.0009
67 0.0008
69 0.0008
71 0.0008
