a b 
7 0.0089
9 0.0082
11 0.0039
13 0.0047
15 0.0049
17 0.0043
19 0.0069
21 0.0062
23 0.0063
25 0.0058
27 0.0054
29 0.0051
31 0.0054
33 0.0055
35 0.0056
37 0.0057
39 0.005
41 0.0051
43 0.0053
45 0.0053
47 0.0029
49 0.0029
51 0.0029
53 0.0029
55 0.0029
57 0.0028
59 0.0027
61 0.0027
63 0.0026
65 0.0026
67 0.0026
69 0.0026
71 0.0026
