a b c
42.1 2.28 0.1302285667897497
42.1 2.39 0.1280097375811697
42.1 2.5 0.12614825418584968
 
44.4 0.0 0.019607843137254898
44.4 0.11 0.038117227214355134
44.4 0.22 0.06506619180805409
44.4 0.33 0.09750454334643954
44.4 0.43 0.12887842368482588
44.4 0.54 0.1519994738515387
44.4 0.65 0.16343184137913108
44.4 0.76 0.16551717494968224
44.4 0.87 0.16378361142888267
44.4 0.98 0.1621625884702147
44.4 1.09 0.16086654922069787
44.4 1.2 0.15854184012849062
44.4 1.3 0.1551765939447896
44.4 1.41 0.1520408876091548
44.4 1.52 0.14965040601865248
44.4 1.63 0.14725553613626724
44.4 1.74 0.14436314128131772
44.4 1.85 0.14151447025511557
44.4 1.96 0.13921063725892238
44.4 2.07 0.13708677182098145
44.4 2.17 0.13469334529237148
44.4 2.28 0.13229127982515346
44.4 2.39 0.1302707436547927
44.4 2.5 0.128427626441231
 
46.6 0.0 0.019607843137254898
46.6 0.11 0.03902334726242732
46.6 0.22 0.0676495726996641
46.6 0.33 0.10208132821106214
46.6 0.43 0.13479252030513156
46.6 0.54 0.15786399443515087
46.6 0.65 0.1681935993893559
46.6 0.76 0.16929034088962785
46.6 0.87 0.16740126989382076
46.6 0.98 0.16597312217878052
46.6 1.09 0.16441399487242495
46.6 1.2 0.16148656592952834
46.6 1.3 0.15791092340880505
46.6 1.41 0.15500782388954207
46.6 1.52 0.1526060420805349
46.6 1.63 0.14978183390502248
46.6 1.74 0.14665640331221036
46.6 1.85 0.14400335202632242
46.6 1.96 0.14176146072529747
46.6 2.07 0.13930988960359025
46.6 2.17 0.1367154633886297
46.6 2.28 0.134485951130351
46.6 2.39 0.13252549621178608
46.6 2.5 0.13040825255204108
 
48.8 0.0 0.019607843137254898
48.8 0.11 0.03991947004121695
48.8 0.22 0.07025406528377384
48.8 0.33 0.1067017873939555
48.8 0.43 0.1406712439507238
48.8 0.54 0.1635213958222284
48.8 0.65 0.17266163785401104
48.8 0.76 0.17288951366521546
48.8 0.87 0.1709963734777747
48.8 0.98 0.16969451823403675
48.8 1.09 0.1677039539360758
48.8 1.2 0.16423718459053857
48.8 1.3 0.1606739241614768
48.8 1.41 0.15797674808972145
48.8 1.52 0.15532081431450068
48.8 1.63 0.15208550300086945
48.8 1.74 0.14900147371433053
48.8 1.85 0.14653688956183133
48.8 1.96 0.14407225379464494
48.8 2.07 0.14131619937715653
48.8 2.17 0.13882143417868675
48.8 2.28 0.1367222646495203
48.8 2.39 0.13452286510651854
48.8 2.5 0.1322139003457724
 
51.0 0.0 0.019607843137254898
51.0 0.11 0.04085000151684877
51.0 0.22 0.07293463644487283
51.0 0.33 0.11139581766595709
51.0 0.43 0.14649375525250036
51.0 0.54 0.16892409012536286
51.0 0.65 0.17682734146202164
51.0 0.76 0.17636459328121054
51.0 0.87 0.17459836372582271
51.0 0.98 0.1732905200772853
51.0 1.09 0.17072896203600413
51.0 1.2 0.16687678378850102
51.0 1.3 0.16350122313213356
51.0 1.41 0.16085061829642588
51.0 1.52 0.15776471609904907
51.0 1.63 0.15431331153225686
51.0 1.74 0.15144680169521277
51.0 1.85 0.1489470080926042
51.0 1.96 0.14611783678245138
51.0 2.07 0.14332368075723143
51.0 2.17 0.1410236479817312
51.0 2.28 0.13876410132638695
51.0 2.39 0.1363080422257937
51.0 2.5 0.13411096453984298
 
